Hybridization REF,TCGA-2F-A9KO,TCGA-2F-A9KP,TCGA-2F-A9KQ,TCGA-2F-A9KR,TCGA-2F-A9KT,TCGA-2F-A9KW,TCGA-4Z-AA7M,TCGA-4Z-AA7N,TCGA-4Z-AA7O,TCGA-4Z-AA7Q,TCGA-4Z-AA7R,TCGA-4Z-AA7S,TCGA-4Z-AA7W,TCGA-4Z-AA7Y,TCGA-4Z-AA80,TCGA-4Z-AA81,TCGA-4Z-AA82,TCGA-4Z-AA83,TCGA-4Z-AA84,TCGA-4Z-AA86
SLC4A5|57835,116.7114,134.6359,97.5151,82.9682,158.2815,330.5477,83.4967,146.0117,87.7805,367.0662,130.8411,183.9573,280.5178,84.8371,177.3947,160.5234,194.0914,73.9274,498.5024,143.1503
SLC4A7|9497,855.3936,829.3799,530.3662,609.725,428.4907,378.5737,1777.2331,1100.4957,442.2278,254.9669,970.6275,331.7637,104.8665,342.3589,1261.5012,193.9394,204.8134,485.1485,818.3357,696.3509
SLC4A8|9498,45.481,4.1615,10.1994,7.5978,5.0876,14.1376,3.268,84.7228,3.325,26.4901,4.4504,1.8304,17.0408,2.7536,0.9685,5.5096,9.8232,3.9604,11.9807,19.7523
SLC4A9|83697,1.1662,0.8323,3.2452,20.4191,1.1306,1.0472,15.7952,2.7039,0,5.298,1.7802,0,0,0.4589,0.4843,0,0.9823,0.6601,0.5209,0
SLC5A10|125206,1.1662,3.3292,0,1.4483,4.7315,3.9428,1.7593,2.8481,1.33,6.6225,6.186,1.0388,4.542,3.2538,2.4213,3.9945,0.9872,2.7327,2.2034,0.3683
SLC5A11|115584,0,9.9875,0,0,0,7.8542,26.1438,1.8026,0,7.2848,2.2252,0,2.6217,0,14.5278,0.551,2.947,0,10.418,0
SLC5A12|159963,25.656,89.4715,33.8433,159.5542,41.8315,1.0472,92.5926,1.8026,134.3308,109.2715,108.5892,1.8304,5.8987,20.6517,55.6901,1.1019,5.4028,44.2244,1.0418,0
SLC5A1|6523,1.7493,0.4161,0.9272,48.4361,9.6099,4.1889,0,0,1.995,15.894,0,0.4576,0.6554,0.4589,3.8741,31.405,0.4912,0,0,2.0087
SLC5A2|6524,0,0,0,0,0,0,0,0,0,0,1.9359,0,0,0,0,0,0.5845,0,0,1.1717
SLC5A3|6526,948.758,869.0429,4529.6245,576.9736,2116.3426,1057.1892,659.0686,541.4872,1345.0973,638.7351,660.7165,987.2877,285.4006,1156.5856,954.2034,1518.1708,1127.9126,941.3135,799.0259,871.1416
SLC5A4|6527,0,2.913,3.7089,1.8995,0,13.614,0,9.0131,1.995,1.9868,2.2252,1.8304,0,3.6714,0,0,0.4912,1.9802,1.5627,0
SLC5A5|6528,17.4927,4.5776,9.2721,0.4749,5.0876,44.5073,9.2593,9.0131,1.33,35.0993,0.8901,1.3728,2.6217,11.0142,3.8741,0,1.9646,0.6601,118.2446,20.4218
SLC5A6|8884,956.2566,2006.6583,851.8776,1281.0445,2378.485,3561.6452,2107.2059,951.059,986.4406,8294.4901,1177.7971,867.4821,4567.0392,758.4305,1508.1695,3184.2645,2663.7132,1225.9142,3410.0013,3101.0914
SLC5A7|60482,9.9125,15.3974,317.5707,0.9497,0,0.5236,2.1786,36.0523,0,0,1.7802,44.3877,0,25.6999,147.6998,0,0.4912,0.6601,1.0418,0.6696
SLC5A8|160728,0,0,0,0,1.6959,0,0,0.9013,0,0,0,0,0,0,0.4843,0,0,0,0,0
SLC5A9|200010,7.5802,1.2484,1.8544,3.324,3.3917,2.0945,3.268,9.9144,1.995,11.2583,5.7855,1.3728,2.6217,3.6714,0,0.551,0.4912,9.901,1.5627,0.6696
SLC6A10P|386757,138.7755,34.9563,163.6532,2113.1434,34.4828,62.8338,72.9847,6.3091,16.6251,116.5563,25.8122,96.5547,1.3108,87.6549,12.1065,0.551,5.8939,61.3861,30.2123,28.1219
SLC6A11|6538,81.6327,280.4827,4.6361,94.4979,65.0085,134.5691,280.5011,51.3745,30.5902,194.0397,30.7076,16.9314,13.7637,52.7765,49.8789,131.1295,48.6248,58.7459,471.9365,239.0358
SLC6A12|6539,19.8251,28.7141,178.025,11.3967,8.4794,10.4723,2.7233,14.4209,4.655,23.8411,3.5603,5.9489,43.9128,3.2125,30.0242,109.0909,16.2083,18.4818,9.3762,13.0566
SLC6A13|6540,2.3324,0,0.9272,0.9497,5.6529,0.5236,0.5447,0.9013,0,3.3113,2.2252,0,0,0,1.937,1.1019,0.9823,0.6601,0,2.0087
SLC6A14|11254,19.8251,1.6646,0.9272,39.8885,1.1306,9.4251,0.5447,6.3091,911.0557,1709.2715,47.174,16.0162,36.0478,7.8017,104.1162,4456.1983,15.7171,36.9637,11.4598,0
SLC6A15|55117,0,0,0,46.5366,0.5653,0,3.268,1.8026,0,20.5298,1.3351,0.4576,0,0,11.138,0,3.9293,0,770.4128,3.6826
SLC6A16|28968,2.3324,4.5776,1.3908,102.0957,4.5223,7.3306,4.3573,40.5588,0,38.4106,117.49,5.0337,4.5879,0.9179,6.2954,0.551,61.8861,3.9604,14.0643,2.0087
SLC6A17|388662,0,0.4161,0,204.1914,2.2612,29.3224,2.1786,4.5065,0,170.1987,3.1153,2.288,1.9662,1.8357,1.937,0.551,51.5717,59.4059,3.1254,3.3478
SLC6A18|348932,0,0,0.4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A19|340024,1124.1983,0.4161,1686.6018,0,0,0,0,127.0843,0,0,0,0.4576,0,0,0,0,0,0.6601,0,0
SLC6A1|6529,4.6647,7.4906,21.3259,15.1956,10.1752,64.4046,27.7778,102.749,9.9751,7.2848,43.6137,21.965,1.9662,23.4052,10.1695,3.8567,14.2436,46.8647,9.8971,14.7305
SLC6A20|54716,4.0816,0.8323,0.4636,3.324,8.4794,4.7125,1.634,4.5065,0.665,0,3.1153,0,0.6554,0.4589,0.4843,0,1.4735,1.9802,12.5016,2.6783
SLC6A2|6530,1.7493,90.3038,8.8085,6.6481,45.2233,0,3.8126,12.6183,0.665,82.7815,1.3351,1.3728,197.9354,50.0229,6.2954,5.5096,294.6955,9.901,17.7106,364.9146
SLC6A3|6531,0.5831,1.6646,0.4636,1.8995,4.5223,0,0.5447,1.8026,1.33,0,0,0.4576,0,0.4589,5.8111,0.551,0.4912,2.6403,1.0418,1.0044
SLC6A4|6532,1.1662,14.149,7.4177,7.123,1.1306,281.1813,85.512,210.9058,31.9202,1.9868,0.445,2.288,0,6.425,15.0121,1.1019,0.4912,1.3201,1.0418,1.3391
SLC6A5|9152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A6|6533,919.5335,3089.4715,2361.1497,1720.4311,1325.0424,2247.3557,735.2941,1791.7981,998.1712,1328.4768,2276.3685,1174.2149,543.3393,2138.5957,1332.6877,669.4215,2042.7308,3411.2211,1771.0639,910.6127
SLC6A7|6534,1.1662,0,1.3908,8.5475,1.6959,0.5236,2.1786,4.5065,0,2.649,0.445,0.9152,3.2771,0,0,2.2039,4.4204,1.9802,0,4.0174
SLC6A8|6535,1987.172,6336.2464,14283.7274,5561.1286,6518.9373,366.0069,12588.78,1019.3781,2624.1064,185.4305,4749.4437,16500.3272,291.0044,12094.9977,2730.2663,209.3664,1136.0511,13374.2574,2700.3516,4747.9076
SLC6A9|6536,343.8076,217.9151,336.6018,452.4929,78.2193,289.6115,99.4281,400.1983,34.5802,345.7682,156.2884,185.5314,326.2068,134.291,314.5666,87.0523,1113.6886,28.5281,322.5837,590.0737
SLC7A10|56301,0,0.4203,0.4636,4.288,6.2295,29.4481,4.3573,11.753,0,24.5033,74.8732,0,1.3174,0,3.9274,0,0.4912,0.6601,0,0.6897
SLC7A11|23657,401.7493,34.4944,141.8637,404.109,40.701,68.5936,97.4946,150.5183,86.4505,154.3046,336.8714,264.1114,38.6695,544.7453,140.9201,21.4876,58.4479,157.7558,238.5727,66.622
SLC7A13|157724,0,0,0,0,0,0,0,0,0,0,0.445,0.4576,0,0,1.937,0,0,0.6601,0.5209,0
SLC7A14|57709,0,0.4161,0.4636,0,0,55.5032,0.5447,0,0,0,0.8901,0,0,0,0.4843,0,0,0,0,0.3348
SLC7A1|6541,2192.4198,1193.5081,611.0338,1090.7619,1675.5229,1532.0976,897.0588,1684.5426,794.68,948.3444,680.0178,566.5152,416.1888,545.6631,194.6731,1456.7493,2528.9784,972.9373,4091.1577,2732.8423
SLC7A2|6542,233.8192,739.0762,47.2879,122.9897,101.1871,1776.1022,290.305,2477.6927,204.1563,32.4503,63.6404,139.5696,11.1421,24.782,638.2567,66.6667,42.7308,627.7228,170.3347,636.7593
SLC7A3|84889,14.5773,0.4161,0,0.9497,0,4.1889,0,10.8157,6.65,0,0.445,0.9152,0.6554,0,0.4843,0,0,0,0,0
SLC7A4|6545,99.1254,0.4161,370.8855,170.0012,579.9887,823.6465,421.5686,485.8044,33.9152,1.9868,25.8122,0.9152,1.3108,77.0996,10.1695,93.6639,18.1729,536.6337,282.8493,80.0134
SLC7A5P1|81893,0.6589,5.8261,2.318,1.8662,1.1306,1.5708,0.0708,2.5146,0,1.9868,3.1153,0.9839,0.6554,0.9179,3.3801,3.5813,2.78,0,15.9969,0
SLC7A5P2|387254,27.3761,2.9671,1.5299,4.5349,5.9412,1.3614,5.2342,6.0207,0.7448,3.3444,2.4388,0,4.5879,2.157,4.9637,0.6667,9.5334,0.8053,5.4747,3.455
SLC7A5|8140,20609.3294,1952.1432,1094.5758,4297.0415,6451.1023,1636.297,1568.6275,5369.9865,678.9692,1307.947,1716.9559,1592.466,2400.1311,3349.7017,1785.9564,1261.708,7456.778,4002.6403,4953.77,6248.7446
SLC7A6OS|84138,223.1895,276.6042,156.1474,187.8941,161.5828,365.4362,189.2375,224.9121,200.0998,191.6026,258.3756,169.7166,101.7139,156.6315,467.0218,148.4408,194.8969,139.736,187.9828,228.1955
SLC7A6|9057,640.9504,1459.1427,375.146,1193.0095,1208.1176,2889.3549,1274.8148,1316.3227,590.5902,483.2318,710.0267,383.0704,541.2486,349.1051,828.862,456.5179,973.5707,566.5347,648.5845,832.7352
SLC7A7|9056,283.3819,13.3167,22.7167,43.2126,74.0531,2130.066,54.4662,416.4038,137.6559,446.3576,50.7343,19.2194,585.2859,11.9321,32.4455,109.6419,117.8782,97.6898,107.8265,603.9505
SLC7A8|23428,825.0729,281.7312,1146.0362,1823.4765,4817.9763,2962.6139,533.7691,795.854,274.6467,1018.543,234.98,703.3391,284.4503,5055.989,169.9758,58.9532,389.9804,7886.4686,172.9392,1515.9022
SLC7A9|11136,4.0816,12.4844,1.3908,5.6984,1.1306,27.228,2.7233,4.5065,0,12.5828,6.6756,2.7456,6.5542,0.4589,0.4843,2.2039,13.7525,8.5809,2.6045,1.6739
SLC8A1|6546,255.3936,69.9126,42.1882,88.7995,29.9604,689.601,17.4292,298.3326,121.0308,96.0265,140.1869,60.4039,88.4811,57.8247,27.6029,52.8926,198.4283,126.0726,38.0258,310.6796
SLC8A2|6543,19.242,23.3042,27.8164,30.3913,20.3505,3.1417,50.6536,25.2366,0.665,287.4172,43.6137,7.7793,19.6625,19.7338,32.9298,0.551,32.9077,17.8218,83.3442,0.3348
SLC8A3|6547,1.7493,2.913,2.318,3.324,0,1.0472,0,10.8157,0.665,1.3245,1.7802,2.7456,0.6554,0,0.4843,0,1.4735,3.9604,0,2.0087
SLC9A10|285335,3.4985,0.4161,1.8544,0.4749,1.1306,2.6181,1.0893,0,0.665,1.3245,8.0107,0.4576,0.6554,0.4589,0,0.551,0.4912,3.9604,0,0.6696
SLC9A11|284525,0,0.4161,0.4636,0,0,0,2.7233,0,0,0,3.5603,0,0,0,0.4843,0,0,0,0.5209,0.3348
SLC9A1|6548,1831.4869,3598.4186,5553.5466,2301.1894,2516.6761,1565.609,1272.8758,1598.9184,3031.0889,927.1523,1027.1473,6398.2355,796.3297,6317.1179,2376.7554,987.3278,1262.7701,5097.6898,2259.6692,1515.2327
SLC9A2|6549,751.0204,746.5668,317.1071,40.3634,2.8265,140.3288,143.2462,702.1181,291.9368,107.2848,1487.3164,574.7521,14.4191,793.9422,1414.0436,0,8.3497,180.8581,104.7011,2.0087
SLC9A3R1|9368,1030.3207,797.7528,749.6523,2789.3493,1283.2109,814.745,726.5795,1237.4944,917.0407,3842.3841,1392.5234,1639.1417,6861.5435,804.9564,776.7554,3250.1377,4118.3694,552.4752,604.7662,2114.1614
SLC9A3R2|9351,441.9825,515.1893,542.8836,650.0884,1173.5444,1495.4445,399.7821,1315.0068,836.5752,847.0199,1016.0214,469.9605,1806.9802,360.257,252.3002,2238.0165,382.1218,856.7657,932.4131,682.6247
SLC9A3|6550,1.1662,0.8323,9.3278,7.123,5.1102,1.0472,10.3649,6.3722,9.3234,0,3.1153,16.1214,1.9662,5.5301,4.3584,5.5096,3.4528,13.2277,3.1254,8.4466
SLC9A4|389015,50.7289,40.3662,59.3417,8.0727,0.5653,3.1417,3.8126,52.2758,54.5303,7.947,900.7566,57.2006,3.9325,60.1193,1177.2397,0.551,0.4912,114.1914,8.8553,1.3391
SLC9A5|6553,8.1633,24.9688,9.2721,56.0339,359.5252,56.0268,8.1699,10.8157,7.98,26.4901,25.8122,6.8641,5.8987,5.0482,4.8426,9.3664,19.6464,9.901,44.2766,14.0609
SLC9A6|10479,375.5102,478.5685,507.6495,618.2725,563.5953,511.5719,750,324.4705,520.0333,669.5364,479.3057,312.0867,277.8961,407.9853,455.2058,269.4215,610.0196,362.3762,314.1034,745.5641
SLC9A7|84679,26.2391,106.1174,83.4492,24.218,29.9604,43.9837,11.9826,95.5385,3.325,129.1391,79.6618,86.0298,129.1168,67.4621,75.0605,326.1708,135.0688,6.6007,20.3151,95.7482
SLC9A8|23315,856.5598,473.5747,267.5012,616.3731,941.2097,761.3363,1450.9804,595.7639,340.4821,930.4636,418.7806,375.2362,340.816,189.0776,438.2567,1363.0854,751.9646,443.5644,349.5247,490.4587
SLC9A9|285195,164.4315,36.2047,32.4525,67.9055,82.5325,54.456,111.6558,360.5228,47.2153,446.3576,32.9328,17.8466,180.2392,216.1542,117.6755,13.7741,32.9077,103.6304,6.2508,56.9133
SLCO1A2|6579,55.3936,7.4906,0,131.0624,6.2182,0,53.9216,47.7693,35.2452,123.8411,22.2519,1.3728,58.332,0,15.0121,0,2.4558,0,20.3151,0.3348
SLCO1B1|10599,309.621,0.4161,0,22.3186,0.5653,0.5236,12.5272,0,3.99,29.1391,3.1153,0,0,0,6.2954,0,0,1.3201,0,1.6739
SLCO1B3|28234,834.9854,0.4161,0.9272,353.7734,0,0,10.8932,0,0.665,0,0.8901,2.288,0.6554,2.7536,0,0,0.4912,0,0,228.6575
SLCO1C1|53919,2.3324,2.4969,4.6361,0.9497,0.5653,9.9487,0.5447,4.5065,0.665,0.6623,3.1153,4.1184,0,0.9179,0,0.551,0,1.9802,1.0418,0.3348
SLCO2A1|6578,239.6501,998.7516,283.7274,278.745,163.3691,3013.4045,49.5643,684.0919,416.9576,496.0265,137.5167,484.1463,129.7722,256.9986,92.9782,740.4959,141.4538,145.2145,1263.1853,1842.3167
SLCO2B1|11309,560.3499,51.6022,71.8591,109.2186,206.8966,569.6932,206.9717,1765.6602,248.7116,815.2318,129.951,66.8104,958.2173,26.6177,703.632,202.7548,288.3104,248.8449,108.8683,2085.3699
SLCO3A1|28232,177.8426,121.9309,851.1822,392.2374,1088.7507,296.8897,62.6362,530.8698,149.6259,541.7219,178.0151,242.9883,536.7852,494.7223,21.7918,871.0744,1291.7485,515.5116,124.4954,892.8691
SLCO4A1|28231,14.5773,87.7861,752.6657,137.6535,15.2629,435.6163,5.4466,102.7129,3.325,21.1921,3.1153,254.8266,45.2237,30.748,6.7797,688.9421,45.6582,3291.2673,22.7894,311.8815
SLCO4C1|353189,37.3178,17.8943,1.8544,15.6705,9.6099,15.7085,310.4575,40.5588,297.9219,35.0993,50.7343,0.9152,4.5879,9.6374,1392.2518,0,30.943,31.6832,0,0.6696
SLCO5A1|81796,12.828,0.4161,0,25.1678,1.1306,4.7125,1.634,33.3484,1.995,5.298,242.1006,2.288,20.3179,0,13.5593,0,4.4204,3.3003,3.6463,14.3957
SLCO6A1|133482,8.7464,1.6646,0,49.3858,1.1306,0,10.8932,0,3.325,13.9073,0.8901,0,0.6554,6.425,0.9685,0,2.947,38.2838,0.5209,0
SLED1|643036,9.9125,1.6646,3.2452,26.1175,3.3917,0,0,1.8026,3.99,4.6358,2.6702,11.4401,11.1421,3.6714,3.8741,0.551,0.9823,0,0,1.6739
SLFN11|91607,389.5044,70.7449,94.1122,197.0684,79.706,360.7708,276.1438,1032.8977,150.9559,2349.0066,249.2212,102.5036,265.4432,266.1771,244.0678,722.865,1518.664,82.5083,115.6401,1837.2949
SLFN12L|342615,33.2362,0.8323,1.3908,8.5475,1.1306,3.1417,0.5447,32.447,5.32,19.8675,0.445,0.4576,19.007,0,3.3898,10.4683,5.8939,3.3003,1.5627,25.1088
SLFN12|55106,101.4577,112.7757,131.2007,124.8891,42.9621,100.5341,323.5294,72.1046,97.7556,10.596,256.3418,15.101,36.0478,133.0886,325.908,13.2231,84.4794,90.429,68.2381,301.3057
SLFN13|146857,779.0087,247.6072,179.8795,421.2041,133.974,378.0501,2163.9434,280.3064,438.2377,407.2848,1468.6248,46.6757,320.4981,210.1882,746.7312,229.2011,1164.5383,27.7228,482.8754,1126.8832
SLFN14|342618,2.9155,0,0,0.4749,0,0,3.268,1.8026,0.665,0.6623,0,0,3.2771,0,0,0,0,0,0,2.0087
SLFN5|162394,1213.4111,285.4765,280.9458,236.957,37.3092,344.5387,86.0566,670.5723,347.7972,1182.1192,436.1371,297.901,171.0634,745.7549,558.8378,255.6474,646.8566,309.571,447.975,779.7121
SLFNL1|200172,5.2478,14.5651,6.9541,10.447,7.3488,15.1848,37.037,16.2235,1.995,211.9205,9.3458,5.4913,1.3108,5.966,2.9056,2.7548,14.7348,10.5611,8.8553,10.3783
SLIT1|6585,8.1633,2.0807,273.9638,6.1732,4.5223,2.0945,2.7233,5.4078,0,16.5563,2.6702,0.9152,8.5204,1.8357,5.8111,0.551,27.0138,1.3201,3.6463,7.0305
SLIT2|9353,134.6939,6.2422,3.7089,14.2459,12.4364,84.302,21.2418,223.5241,23.9401,18.543,98.3534,15.5586,0,0.9179,48.4262,0,31.4342,6.6007,3.1254,9.7087
SLIT3|6586,265.8892,656.263,425.5911,80.252,124.9293,884.9094,75.1634,935.5566,651.7041,82.7815,260.7922,1710.0705,32.7708,1965.5805,77.4818,13.2231,151.277,749.835,2034.119,94.7439
SLITRK1|114798,0,0,0,0,0,0,0,0.9013,0,69.5364,94.348,0,0,0,0,0,0,0,3.1254,0
SLITRK2|84631,5.2478,0.4161,0.4636,1.4246,1.1306,1.0472,0.5447,5.4078,0,0,0.445,0,0,0,0,0.551,0,0,0,1.3391
SLITRK3|22865,0.5831,0,0,0.9497,0,0,3.268,3.6052,0.665,0,10.6809,0,0,0,2.9056,0,0.4912,0,0,1.6739
SLITRK4|139065,4.6647,0,0,24.6929,3.3917,1.0472,9.2593,3.6052,21.2801,0.6623,0.8901,0.9152,0.6554,0,2.4213,0,108.055,0,0.5209,0.3348
SLITRK5|26050,32.6531,0,0.4636,50.3356,0.5653,0.5236,31.5904,9.0131,79.1355,11.9205,0,0.4576,0,3.6714,2.4213,0,0,0,2.0836,1.0044
SLITRK6|84189,2205.8309,2462.3387,11151.5994,3231.9222,1127.7558,2.6181,593.6819,327.1744,4140.3159,17.8808,240.7655,1312.8692,1.3108,3323.5429,1131.7191,196.1433,117.8782,2529.3729,4417.2418,83.3612
SLK|9748,2479.8834,2724.9272,5591.0987,1857.1919,5609.3838,1502.7752,2131.2636,2517.3502,3827.0989,898.6755,1227.4143,2713.141,613.4688,6672.3268,3699.7579,5687.0523,2658.1532,2490.429,1910.1446,1367.2581
SLMAP|7871,1146.9388,1444.8606,1327.3064,1323.92,1340.3053,882.815,1496.732,1581.7936,1272.818,985.4305,702.2697,970.123,551.2043,1251.9504,914.2857,2067.7686,747.053,852.1452,765.2038,1440.9106
SLMO1|10650,18.0758,1.6646,7.4177,6.1732,5.0876,13.614,9.8039,21.6314,7.98,60.2649,19.5817,2.7456,49.8116,1.3768,26.1501,1.6529,39.7839,3.9604,206.2769,254.7707
